year,month,day,week_day,time,saying,like
2017,1,21,5,21,我正在追求一个女孩，她的名字叫函数,[]
2017,1,19,3,17,有人来荆楚陪我上物理课嘛？ 除了我和老师其他的都是男生。。所以是这样的↓ 真是尴尬  展开全文,[]
2017,1,16,0,9,这么早写完还120。。,[]
2017,1,15,6,10,陪小侄子收集树叶.,[]
2017,1,14,5,14,我家小侄子不停地粘着我呀“小姨，我们喝同一杯豆浆吧！”“小姨，抱抱！”“小姨，你去哪里?”“……厕所。”“小姨那我们一起去吧！” 展开全文,[]
2017,1,14,5,9,Run away from Wuhan,[]
2017,1,12,3,12,嘿嘿嘿,[]
2017,1,8,6,13,我同桌对我真的超级好她会在全班起立的时候轻轻地把我挤下去她会时不时慈爱地把我的发型揉乱她会在我饿的时候轻柔地往我嘴里灌狗粮她会优雅地把作业砸到我桌上说：“快点帮lz写！”她会在我辣出眼泪的时候故意不给我水喝 展开全文,[]
2017,1,1,6,0,2017 你好,[]
2016,12,21,2,18,听说今天考数学还剩30分钟的时候，K坐在年级第一的宝座上开始抖腿没错那个时候她就已经写完了！啊啊啊啊啊啊,[]
2016,12,19,0,22,我决定了 在初中高中六年内我一定要谈恋爱 然后把狗粮一桶桶地往你们脸上泼！ ——因吃狗粮太多而热（sang）血（xin）沸（bing）腾（kuang）的我,[]
2016,11,17,3,1,,[]
2016,11,3,3,17,这个动作很有少女心,[]
2016,10,26,2,19,有木有觉得很眼熟? 我对蔡大大的崇拜又上升到一个新高度了,[]
2016,10,25,1,20,啊啊啊啊啊啊啊 蔡大大我崇拜你！,[]
2016,8,5,4,20,我差点以为进错了小区,[]
2016,8,1,0,19,我自己做的第一碗面条,[]
2016,7,30,5,11,某些小姐姐别给脸不要脸啊,[]
2016,7,6,2,8,真是太有趣了，我可以游泳了,[]
2016,6,24,4,17,今天看见一个男生深情地对另一个男生说：“我爱你……的子孙们。”谁能告诉我这是什么意思……,[]
2016,5,14,5,21,刚刚走到韩小门口时，一阵大风吹过，然后，我妈就发现，先前在她身边走着的我不见了。。。,[]
2016,5,12,3,21,你不值得我去为你争风吃醋别在那儿自恋。我觉得我的胃没有那么坚强,[]
2016,5,8,6,12,空间里被刷屏了。。。本来还好的，结果看着看着就哭了……于教官，我想你了，下次你还来带我们好不好？,[]
2016,4,20,2,17,昨天走路没走稳，额头撞在墙角上撞肿了。。。今天还没好，刚刚打伞，一阵大风吹过，“砰”地一声又撞上了，而且位置一模一样。。我这是招谁惹谁了,[]
2016,3,11,4,18,不要问我这张照片是怎么拍的。。。我只想感叹一下中间那两个名字写得真是好！,[]
2016,2,3,2,9,刚刚在墙上看到一句话：“我吹过你吹过的风，这算不算相拥。”然后我果断在旁边写了一句：“不，这算接吻。”,[]
2016,1,28,3,22,这句话是亮点↓↓↓↓,[]
2016,1,25,0,21,集满20个赞，我请大家吃饭。,[]
2016,1,25,0,15,(⊙o⊙)哇塞，冰好厚啊!站在上面都没碎～以前从来没这么厚！！！,[]
2016,1,23,5,17,由于某人说我的分组太……正经了，所以我改了一下↓↓↓,[]
2016,1,22,4,20,我决定了，今年期末考试语文105以上，我去强吻一个人数学115以上，我去跑800米英语118以上，我去表白历史95以上，我给你们唱小苹果生物100以上，我连吞20块榴莲糖 展开全文,[]
2015,11,19,3,15,woc，活脱脱地虐死单身狗啊……@林李果 @假发之都  别怪我，这不是我照的,[]
2015,11,18,2,18,我来秀一下生日礼物～,[]
2015,11,17,1,1,,[]
