year,month,day,week_day,time,saying,like
2021,3,13,5,20,真的没有想过那是最后一堂您给我们上的课。真的没有想过星期六是我们最后一次见您。真的好对不起好对不起之前没有每节课都好好听讲，有时候因为各种原因没有履行好课代表的职责让您省心，没有好好完成作业没有好好听您的话背书。我无论如何也无法像江老师说的那样宽慰自己，说起码在您生前我尽力做到 展开全文/786904676/1621784279/1638081771/1941324883/2286551973/2314731159/2745158810/3100400357/3490961433/306261832/347987775/383279261/398872448/401732850/492358329/492427290/527373112/573634326/624200780/741914396,"['/786904676', '/1621784279', '/1638081771', '/1941324883', '/2286551973', '/2314731159', '/2745158810', '/3100400357', '/3490961433', '/306261832', '/347987775', '/383279261', '/398872448', '/401732850', '/492358329', '/492427290', '/527373112', '/573634326', '/624200780', '/741914396']"
2021,2,17,2,16,流泪。苏落找妈居然完结了。爷青结。/1936588711/1621784279/1752339637/1941324883/3490961433/306261832/573634326/812994056/1076846160/1124347358/1354349298/1431557883/1499258151/1506258495/1572056887/1633392621/1634152627/1683292328/1725220143/1727325389,"['/1936588711', '/1621784279', '/1752339637', '/1941324883', '/3490961433', '/306261832', '/573634326', '/812994056', '/1076846160', '/1124347358', '/1354349298', '/1431557883', '/1499258151', '/1506258495', '/1572056887', '/1633392621', '/1634152627', '/1683292328', '/1725220143', '/1727325389']"
2021,2,11,3,20,权游结尾给爷整吐了，看了近一年结局就这玩意儿？/1621784279/1638081771/2314731159/2745158810/3490961433/306261832/527373112/573634326/750254750/850208278/969860725/978274966/1010374076/1076846160/1124347358/1213002770/1431557883/1459733655/1485688416/1499258151,"['/1621784279', '/1638081771', '/2314731159', '/2745158810', '/3490961433', '/306261832', '/527373112', '/573634326', '/750254750', '/850208278', '/969860725', '/978274966', '/1010374076', '/1076846160', '/1124347358', '/1213002770', '/1431557883', '/1459733655', '/1485688416', '/1499258151']"
2020,10,6,1,0,！！！祝贺我的宝成功步入18岁呀@小企鹅的小鱼包 成年快乐啊嗯，祝我十八岁的宝贝儿， 平安喜乐，得偿所愿， 展开全文/1936588711/770500719/1508118530/1621784279/1638081771/1941324883/1977935439/2286551973/2314731159/2745158810/3490961433/306261832/375074899/401732850/473780944/573634326/737662575/776761665/836196161/850208278,"['/1936588711', '/770500719', '/1508118530', '/1621784279', '/1638081771', '/1941324883', '/1977935439', '/2286551973', '/2314731159', '/2745158810', '/3490961433', '/306261832', '/375074899', '/401732850', '/473780944', '/573634326', '/737662575', '/776761665', '/836196161', '/850208278']"
2020,9,12,5,20,秋天该很好，你若尚在场。生日快乐，哥哥    /1621784279/2745158810,"['/1621784279', '/2745158810']"
2020,7,24,4,17,真•适应性训练/770500719/1192072046/1483500644/1638081771/1941324883/2286551973/2745158810/3100400357/3490961433/239283371/741914396/850208278/875984265/931784219/964876821/978274966/1010374076/1076846160/1124347358/1216090432,"['/770500719', '/1192072046', '/1483500644', '/1638081771', '/1941324883', '/2286551973', '/2745158810', '/3100400357', '/3490961433', '/239283371', '/741914396', '/850208278', '/875984265', '/931784219', '/964876821', '/978274966', '/1010374076', '/1076846160', '/1124347358', '/1216090432']"
2020,2,25,1,23,哈哈哈哈哈哈哈哈哈/770500719/786904676/1483500644/1621784279/1638081771/1941324883/1977935439/2314731159/3223672848/3490961433/239786281/306261832/401732850/527373112/850208278/863817090/969860725/978274966/986372569/1010374076,"['/770500719', '/786904676', '/1483500644', '/1621784279', '/1638081771', '/1941324883', '/1977935439', '/2314731159', '/3223672848', '/3490961433', '/239786281', '/306261832', '/401732850', '/527373112', '/850208278', '/863817090', '/969860725', '/978274966', '/986372569', '/1010374076']"
2020,2,14,4,22,clx的画风我太可了随便加点滤镜都好好看/1135486870/1324570630/1752339637/1941324883/1977935439/2286551973/2314731159/3223672848/239786281/306261832/843415976/875984265/974435910/1010374076/1076846160/1148453749/1206389292/1326376983/1416930186/1417135548,"['/1135486870', '/1324570630', '/1752339637', '/1941324883', '/1977935439', '/2286551973', '/2314731159', '/3223672848', '/239786281', '/306261832', '/843415976', '/875984265', '/974435910', '/1010374076', '/1076846160', '/1148453749', '/1206389292', '/1326376983', '/1416930186', '/1417135548']"
2020,2,7,4,20,"After the night I burned all memory,my dream becomes transparent,as I trashed all yesterdays,my step becomes lighter.有一个夜晚我烧毁了所有的记忆，从此我的梦就透明了。 展开全文/1262517750/1324570630/1638081771/1752339637/1941324883/2314731159/2413000718/2745158810/3416631709/306261832/527373112/843415976/850208278/978274966/1010374076/1041747729/1076846160/1078542507/1151767328/1206389292","['/1262517750', '/1324570630', '/1638081771', '/1752339637', '/1941324883', '/2314731159', '/2413000718', '/2745158810', '/3416631709', '/306261832', '/527373112', '/843415976', '/850208278', '/978274966', '/1010374076', '/1041747729', '/1076846160', '/1078542507', '/1151767328', '/1206389292']"
2020,2,5,2,19,列表就应该整整齐齐的/709019876/786904676/1483500644/1941324883/2314731159/2413000718/2745158810/3100400357/239786281/306261832/496005709/527373112/741914396/931784219/1010374076/1076846160/1078542507/1124347358/1264179208/1326365725,"['/709019876', '/786904676', '/1483500644', '/1941324883', '/2314731159', '/2413000718', '/2745158810', '/3100400357', '/239786281', '/306261832', '/496005709', '/527373112', '/741914396', '/931784219', '/1010374076', '/1076846160', '/1078542507', '/1124347358', '/1264179208', '/1326365725']"
2020,2,2,6,16,/786904676/1483500644/1941324883/2286551973/2314731159/2413000718/3100400357,"['/786904676', '/1483500644', '/1941324883', '/2286551973', '/2314731159', '/2413000718', '/3100400357']"
2020,1,23,3,10,希望所有人平平安安/1483500644/1621784279/1638081771/1941324883/2286551973/2413000718/2745158810/3100400357/3490961433/18749570/239283371/383279261/401732850/496005709/741914396/843415976/850208278/978274966/1010374076/1041747729,"['/1483500644', '/1621784279', '/1638081771', '/1941324883', '/2286551973', '/2413000718', '/2745158810', '/3100400357', '/3490961433', '/18749570', '/239283371', '/383279261', '/401732850', '/496005709', '/741914396', '/843415976', '/850208278', '/978274966', '/1010374076', '/1041747729']"
2020,1,21,1,15,安排√/709019876/1324570630/1339708167/1483500644/1621784279/1752339637/1941324883/2286551973/2314731159/2995648472/3223672848/3490961433/18749570/239283371/306261832/401732850/836196161/850208278/931784219/969860725,"['/709019876', '/1324570630', '/1339708167', '/1483500644', '/1621784279', '/1752339637', '/1941324883', '/2286551973', '/2314731159', '/2995648472', '/3223672848', '/3490961433', '/18749570', '/239283371', '/306261832', '/401732850', '/836196161', '/850208278', '/931784219', '/969860725']"
2020,1,19,6,16,丰收！！！/786904676/1483500644/1621784279/1752339637/1941324883/2286551973/2413000718/2995648472/18749570/306261832/573634326/850208278/863817090/931784219/945954202/978274966/1010374076/1041747729/1076846160/1078542507,"['/786904676', '/1483500644', '/1621784279', '/1752339637', '/1941324883', '/2286551973', '/2413000718', '/2995648472', '/18749570', '/306261832', '/573634326', '/850208278', '/863817090', '/931784219', '/945954202', '/978274966', '/1010374076', '/1041747729', '/1076846160', '/1078542507']"
2020,1,15,2,13,驱除鞑虏，攘除奸凶，兴复汉室，还于旧都/1936588711/1262517750/1339708167/1621784279/1638081771/1752339637/1941324883/2286551973/2314731159/2413000718/2745158810/3100400357/239283371/306261832/573634326/843415976/850208278/875984265/926398172/1010374076,"['/1936588711', '/1262517750', '/1339708167', '/1621784279', '/1638081771', '/1752339637', '/1941324883', '/2286551973', '/2314731159', '/2413000718', '/2745158810', '/3100400357', '/239283371', '/306261832', '/573634326', '/843415976', '/850208278', '/875984265', '/926398172', '/1010374076']"
2020,1,4,5,0,/迟到n久的圣诞礼物这次匡威和冰雪奇缘二联名的鞋子真的太貌美了呜呜呜我还是向匡威低头了/709019876/786904676/1638081771/1752339637/1941324883/2314731159/2413000718/2745158810/2995648472/3100400357/18749570/306261832/401732850/492427290/514834654/573634326/843415976/850208278/875984265/931784219,"['/709019876', '/786904676', '/1638081771', '/1752339637', '/1941324883', '/2314731159', '/2413000718', '/2745158810', '/2995648472', '/3100400357', '/18749570', '/306261832', '/401732850', '/492427290', '/514834654', '/573634326', '/843415976', '/850208278', '/875984265', '/931784219']"
2019,12,30,0,23,最爱歌手不应该是猴西嘛/709019876/770500719/786904676/1324570630/1638081771/1752339637/1941324883/2314731159/2413000718/2745158810/3100400357/3223672848/239283371/306261832/401732850/850208278/978274966/1010374076/1041747729/1078542507,"['/709019876', '/770500719', '/786904676', '/1324570630', '/1638081771', '/1752339637', '/1941324883', '/2314731159', '/2413000718', '/2745158810', '/3100400357', '/3223672848', '/239283371', '/306261832', '/401732850', '/850208278', '/978274966', '/1010374076', '/1041747729', '/1078542507']"
2019,11,17,6,16,/709019876/770500719/786904676/1324570630/1638081771/1752339637/1941324883/2314731159/2413000718/2745158810/3100400357/3223672848/239283371/306261832/401732850/850208278/978274966/1010374076/1041747729/1078542507,"['/709019876', '/770500719', '/786904676', '/1324570630', '/1638081771', '/1752339637', '/1941324883', '/2314731159', '/2413000718', '/2745158810', '/3100400357', '/3223672848', '/239283371', '/306261832', '/401732850', '/850208278', '/978274966', '/1010374076', '/1041747729', '/1078542507']"
2019,11,6,2,8,试问脸是如何不要的一大早上被气炸了。我说懒得挑礼物，要你自己选，以为你心里有数你送我的那十几块的礼物自己心里没点abc数嘛要我给你送个168的皮肤？你当我包养你啊我早上才看清你连那个英雄都没有/1324570630/1638081771/1752339637/1941324883/2286551973/2413000718/3100400357/3490961433/401732850/496005709/819600196/850208278/1010374076/1016315257/1076846160/1078542507/1151767328/1206389292/1255974233/1264179208,"['/1324570630', '/1638081771', '/1752339637', '/1941324883', '/2286551973', '/2413000718', '/3100400357', '/3490961433', '/401732850', '/496005709', '/819600196', '/850208278', '/1010374076', '/1016315257', '/1076846160', '/1078542507', '/1151767328', '/1206389292', '/1255974233', '/1264179208']"
2019,10,6,6,0,小朋友今天十七岁啦！@小企鹅的小鱼包  生日快乐鸭 认识十二年了诶，你可占了我的大部分人生。/ 祝十七岁的你， 展开全文/1936588711/709019876/770500719/786904676/1324570630/1752339637/1941324883/2286551973/2314731159/2413000718/3100400357/18749570/239283371/383279261/401732850/598663775/776761665/850208278/875984265/978274966,"['/1936588711', '/709019876', '/770500719', '/786904676', '/1324570630', '/1752339637', '/1941324883', '/2286551973', '/2314731159', '/2413000718', '/3100400357', '/18749570', '/239283371', '/383279261', '/401732850', '/598663775', '/776761665', '/850208278', '/875984265', '/978274966']"
2019,8,11,6,22,祝我好运/770500719/1638081771/1752339637/1941324883/2286551973/2413000718/2745158810/3100400357/239283371/401732850/496005709/598663775/625765971/741914396/836196161/850208278/875984265/978274966/1010374076/1041747729,"['/770500719', '/1638081771', '/1752339637', '/1941324883', '/2286551973', '/2413000718', '/2745158810', '/3100400357', '/239283371', '/401732850', '/496005709', '/598663775', '/625765971', '/741914396', '/836196161', '/850208278', '/875984265', '/978274966', '/1010374076', '/1041747729']"
2019,7,17,2,19,那个克隆的QQ是给我爸妈看的号，不用管，我平时不用√/709019876/770500719/1483500644/1638081771/1941324883/2286551973/2413000718/3100400357/3490961433/11441383/239283371/306261832/401732850/625765971/776761665/850208278/875984265/969860725/978274966/1010374076,"['/709019876', '/770500719', '/1483500644', '/1638081771', '/1941324883', '/2286551973', '/2413000718', '/3100400357', '/3490961433', '/11441383', '/239283371', '/306261832', '/401732850', '/625765971', '/776761665', '/850208278', '/875984265', '/969860725', '/978274966', '/1010374076']"
2019,7,12,4,8,"“'Cause I'm more than a man. I'm an idea,a philosophy. And I will live on in the shadows within Gotham's discontent.”抱起我家小变态就是个百米冲刺aaa/1589785140/1638081771/1941324883/2413000718/2745158810/3100400357/239283371/492358329/625765971/836196161/850208278/875984265/919553135/931784219/1010374076/1076846160/1078542507/1109220484/1124347358/1148453749","['/1589785140', '/1638081771', '/1941324883', '/2413000718', '/2745158810', '/3100400357', '/239283371', '/492358329', '/625765971', '/836196161', '/850208278', '/875984265', '/919553135', '/931784219', '/1010374076', '/1076846160', '/1078542507', '/1109220484', '/1124347358', '/1148453749']"
2019,7,9,1,15,很喜欢一个女歌手的声线和风格，然后去翻了翻她别的歌，意外的发现我其实已经早就把她的很多歌都收藏了（这种感觉真的是太好了/1483500644/1638081771/1752339637/1941324883/2286551973/2314731159/2413000718/3100400357/3490961433/11441383/737662575/819600196/836196161/850208278/875984265/919553135/969860725/1010374076/1031356708/1076846160,"['/1483500644', '/1638081771', '/1752339637', '/1941324883', '/2286551973', '/2314731159', '/2413000718', '/3100400357', '/3490961433', '/11441383', '/737662575', '/819600196', '/836196161', '/850208278', '/875984265', '/919553135', '/969860725', '/1010374076', '/1031356708', '/1076846160']"
2019,5,19,6,22,来自 小米 6 (4G)                                         /770500719/1638081771/1752339637/1941324883/2286551973/2314731159/2413000718/3100400357/3223672848/11441383/239283371/306261832/496005709/624200780/776761665/850208278/875984265/919553135/945954202/1010374076,"['/770500719', '/1638081771', '/1752339637', '/1941324883', '/2286551973', '/2314731159', '/2413000718', '/3100400357', '/3223672848', '/11441383', '/239283371', '/306261832', '/496005709', '/624200780', '/776761665', '/850208278', '/875984265', '/919553135', '/945954202', '/1010374076']"
2019,5,4,5,17,一发入魂www,[]
2019,4,23,1,12,哭辽 北海道生巧的樱花限定真的是太好吃了叭,[]
2019,4,7,6,14,终于明白我命里没你,[]
2019,3,29,4,9,江湖路远 大家保重。,[]
2019,2,17,6,23,治愈系 ：建议你们转一下...很灵的 ​​​​                  来自 小米 6,[]
2019,2,7,3,8,第一次通宵orz.,[]
2019,2,2,5,2,自从知道熬夜的危害后，我唯一的改变，，，，就是从开开心心的熬夜变成心惊胆战的熬夜/,[]
2019,1,31,3,16,想养猫了orz,[]
2019,1,1,1,21,踏风雪而来，赴你白首之约。,[]
2018,12,31,0,21,第一次逛庙会2333新的一年，也要加油鸭,[]
2018,11,17,5,6,,[]
2018,11,13,1,20,来评评理，我不高冷？？？,[]
2018,11,4,6,21,物理还是化学，这是一个值得思考的问题。,[]
2018,9,16,6,14,来自 莲绛老婆の小米 6 (4G),[]
2018,8,18,5,22,慢慢的你就要明白，负面情绪都应该由你自己消化。不要指望别人。,[]
2018,8,4,5,19,世界上哪有什么破镜重圆破了的镜子就应该扔在地上踩个稀巴烂然后换个新的,[]
2018,6,20,2,9,愿你们合上笔盖的刹那， 有着侠客收剑入鞘的骄傲。,[]
2017,12,2,5,13,我美吗？,[]
2017,11,17,4,7,,[]
2017,10,14,5,13,“特别喜欢凌晨醒来 发现外面天还是黑的有着雨声 并且不用上课 ，然后就继续呆在温暖的被窝 再睡去这种满足感 。” ​​​​,[]
2017,7,1,5,19,好美,[]
2017,6,1,3,13,最后一个六一了 怎能不浪六一快乐啊哈哈哈,[]
2017,4,3,0,16,嘿嘿嘿嘿嘿嘿,[]
2017,3,24,4,22,"True beauty comes from the heart, not from the outside.",[]
2017,3,12,6,21,跟喜欢的人说完晚安后心都柔软了,[]
2017,2,17,4,21,眼睛和耳朵都要怀孕了,[]
2017,2,2,3,14,exm？？？,[]
2017,1,30,0,5,晚安,[]
2017,1,28,5,17,“都说女生是水做的 温柔 不会乱发脾气 我也是啊 只是我是雪碧的成分 得捧着 不能晃 不能乱掰 不然容易炸 ​​​” ​​,[]
2017,1,27,4,15,陪某位童心未泯的小盆友看动画 @小企鹅的小鱼包,[]
2017,1,27,4,12,我叫zzj，余生请多指教.,[]
2017,1,24,1,2,“04.24，和Sakura去东京天空树，世界上最暖和的地方，在天空树的顶上。”“04.25，和Sakura去明治神宫，有人在那里举办婚礼。”“04.26，和Sakura去迪士尼，鬼屋很可怕，可是有Sakura在，所以不可怕。”“Sakura最好了。” 展开全文,[]
